page_id,page_title,page_ns,revision_id,timestamp,contributor_id,contributor_name,text
3033,|دریای مدیترانه|,0,18070568,2016-09-09T19:03:56Z,569340,|ایستاده در شب|,"{{coord|۳۷|۴۷|N|۱۲|۲۲|E|display=title}}
[[پرونده:Mediterranean Sea 16.61811E 38.99124N.jpg|بندانگشتی|300px|چپ|سیمای دریای میانه از فضا، عکس از ناسا]]
[[پرونده:Pangea animation 03.gif|انگشتدان|چپ|ازهم‌گسیختن قاره [[پانجه‌آ]] و شکل‌گیری قاره‌ها و دریای مدیترانه.]]

'''دریای مدیترانه''' یا '''دریای میانه''' (درگذشته: بحر روم و بحر سفید<ref>مدخل [http://www.encyclopaediaislamica.com/madkhal2.php?sid=540 بحرالروم] در [[دانشنامه جهان اسلام]]</ref>) [[دریا]]یی است که به [[اقیانوس اطلس]] متصل است و در شمال آن توسط [[اروپا]]، از جنوب [[آفریقا]] و از شرق توسط [[آناتولی]] و [[شام (سرزمین)|شام]] فرا گرفته شده‌است.

"
3036,|لاذقیه|,0,15582645,2015-07-21T17:55:05Z,515131,|KasparBot|,"{{Infobox settlement
| name                    = لاذقیه
| official_name           = 
| native_name             = {{lang|ar|اللَاذِقِيَّة}}
| native_name_lang        = 
| other_name              = ''Λαοδικεία''
| settlement_type         = [[فهرست شهرهای سوریه|شهر]]
| image_skyline           = Latakia Collage.jpg
| image_alt               = 
|imagesize              = 250px
|image_caption          = A Collage of Latakia
| image_flag              = 
| flag_alt                = 
| image_seal              = Latakia - Seal.jpg
| seal_alt                = 
| image_shield            = 
| shield_alt              = 
| nickname                = 
| motto                   = 
| image_map               = 
| mapsize                 = 
| map_alt                 = 
| map_caption             = 
| image_map1              = 
| mapsize1                = 
| map_alt1                = 
| map_caption1            = 
| pushpin_map             = Syria
| pushpin_label_position  = bottom
"
3037,|استان درعا|,0,16715588,2016-03-12T22:27:55Z,206089,|Rezabot|,"{{Infobox settlement
| name                    = استان درعا
| native_name             = مُحافظة درعا
| native_name_lang        = 
| settlement_type         = [[فهرست استان‌های سوریه|استان]]
| image_skyline           = 
| image_alt               = 
| image_caption           = آثار رومی در درعا
| image_flag              = 
| flag_alt                = 
| image_seal              = 
| seal_alt                = 
| image_shield            = 
| shield_alt              = 
| nickname                = 
| motto                   = 
| image_map               = SyriaDara.PNG
| mapsize                 = 
| map_alt                 = 
| map_caption             = 
| image_map1              = Dera.png
| mapsize1                = 
| map_alt1                = 
| map_caption1            = 
| pushpin_map             = 
| pushpin_label_position  = 
| pushpin_map_alt         = 
| pushpin_map_caption     = 
| latd  = 32.9 |latm  =  |lats  =  |latNS  = N
"
3039,|مردمان کرد|,0,18169331,2016-09-27T11:52:59Z,551902,|A.M.Z.A|,"{{pp-vandalism|expiry=ژانویه ۲۳, ۲۰۱۶|small=yes}}
{{تغییر مسیر۲|کرد|اکراد|دیگر کاربردهای کرد|کرد (ابهام‌زدایی)|روستایی با نام اکراد|اکراد (شیراز)}}
{{Infobox ethnic group
|group = کرد
|image = {{آرایه تصویر مردمان کرد}}

|pop = '''۳۰'''<ref name=CIA2>CIA - The World Factbook: 14 million in Turkey (18%)[https://www.cia.gov/library/publications/the-world-factbook/geos/tu.html], 4.7–6.2 million in Iraq(15-20%)[https://www.cia.gov/library/publications/the-world-factbook/geos/iz.html], 7.9 million in Iran(10%)[https://www.cia.gov/library/publications/the-world-factbook/geos/ir.html] (all for 2012), plus several million in Syria, neighboring countries, and the diaspora</ref> تا '''۳۲'''میلیون<ref name=KHRP>"
3041,|روزنامه‌های کردی|,0,17864747,2016-08-11T06:20:41Z,581402,|Azad441|,"اولین نشریه کُردی در [[ایران]] نشریه کردستان[[roj kurd]] میباشد که از سال ۱۹۱۲ تا ۱۹۱۴ به سردبیری [[عبدالرزاق بدرخان]] وصاحب امتیاری [[اسماعیل اقای سمیتکو]] در[[ارومیه]] منتشر میشد.  یکی از اهالی [[بوکان]] شخصی بنام ملا محمد قزلجی ([[ترجان|ترجانی زاده]]) و به دستور اسماعیل آقای شکاک در سال ۱۹۲۲ و به نام روز کُرد(به کردی: roj kurd )که با نام [[کردستان]] هم شناخته می‌شود، در [[ارومیه]] منتشر گردیده است اغلب متون این روزنامه هم به جریانات آن روزگاراز جمله جنگهای سمکو با حکومت شاهنشاهی می باشد..<ref>"
3043,|تیروژ|,0,15660036,2015-08-04T08:31:09Z,412786,|Doostdar|,"{{منبع}}
'''تیروژ''' (به کردی کرمانجی '''Tîroj''') نام گاهنامه‌ای است به زبان [[کردی کرمانجی]] که برای نخستین بار در ۲۱ مارس سال ۲۰۰۳ میلادی از سوی انتشارات اَوْرَنسَل منتشر گردید. واژه تیروژ به معنی درخشش و فروغ است.

== پیوند به بیرون ==
* [http://www.tiroj.net وب‌گاه تیروژ]

[[رده:نشریه‌ها]]
[[رده:نشریه‌های کردی]]"
3046,|چیچست|,0,18187631,2016-10-01T09:23:53Z,420876,|Sharaky|,"'''چیچَست''' یا '''چئی‌چسته''' به معنی ''سپیدی درخشان''است. امروزه به روشنی مشخص نیست که این دریاچه در کجا واقع شده‌است. احتمالاً نام دریاچه‌ای در ایران شرقی بوده‌است. نام این دریاچه در [[اوستا]] در رابطه با [[آناهیتا]] آمده‌است و باید در سرزمینی قرار گرفته باشد که [[رود سیحون]] از آنجا می‌گذرد. از [[دریاچه آرال]] در اوستا با لفظ '''وئوروکشه''' یاد شده‌است اگر فرض نشود که دریاچه آرال نام‌های گوناگون داشته‌است، دریاچه آرال نمی‌تواند دریاچه چیچست باشد. احتمال این نیز می‌رود که این دریاچه وجود خارجی نداشته باشد.<ref>دین‌های ‌ایران باستان، ص ۲۵۸</ref> 

"
3047,|کیخسرو|,0,18124904,2016-09-19T16:24:30Z,5687,|Mani-bakhtiar|,"{{دیگر کاربردها}}
[[پرونده:Baysonghori Shahnameh battle-scene.jpg|بندانگشتی|200px|چپ|نبرد سپاه ایران به رهبری کیخسرو با سپاه توران به رهبری افراسیاب]]
'''کیخسرو''' در اساطیر و حماسه‌های ایرانی و [[شاهنامه|شاهنامهٔ فردوسی]]، فرزند [[سیاوش پسر کاووس|سیاوش]] و فرنگیس<ref>[[فریگیس|Farangis]]</ref> و نوهٔ [[کاووس پسر کیقباد|کیکاووس]] و [[افراسیاب]] و یکی از نامدارترین شهریاران و دلاوران است. واژه کیخسرو به معنی «شاه نیک‌نام» است.

کیخسرو در عدالت و شهامت، سرآمد شاهان دیگر کیانی می‌باشد و به نسبت از کیکاووس خوش‌نام‌تر است. زیرا کیکاووس در شاهنامه اعمالی موذیانه<ref>"
3049,|استان بورگاس|,0,13076860,2014-08-13T16:00:01Z,279395,|Dexbot|,"{{Infobox settlement
| name                    = استان بورگاس
| native_name             = Област Бургас{{سخ}}Burgas Province
| native_name_lang        = 
| settlement_type         = استان
| image_skyline           = Burgas Aleko Bogoridi Boulevard Mihal Orela.jpg
| image_alt               = بولوار آلکو بوگوریدی
| image_caption           = 
| image_flag              = 
| flag_alt                = 
| image_seal              = 
| seal_alt                = 
| image_shield            = 
| shield_alt              = 
| nickname                = 
| motto                   = 
| image_map               = Burgas in Bulgaria.svg
| map_alt                 = 
| map_caption             = استان بورگاس  بلغارستان
| pushpin_map             = 
| pushpin_label_position  = 
| pushpin_map_alt         = 
| pushpin_map_caption     = 
| latd  = 42 |latm  = 30 |lats  =  |latNS  = N
| longd = 27 |longm = 15 |longs =  |longEW = E
| coor_pinpoint           = 
"
3055,|مکتشفان جهان|,0,2011793,2009-04-27T09:51:31Z,113935,|Xqbot|,"#تغییرمسیر [[فهرست جغرافی‌دانان]]"
3056,|جیمز کوک|,0,18083707,2016-09-12T09:50:56Z,118209,|Kasir|,"{{جعبه زندگینامه
 |نام_شخص= جیمز کوک
 |نام_تصویر= Captainjamescookportrait.jpg
 |عرض_تصویر= 250 px
 |توضیح_تصویر=
 |نام دیگر=
 |جوایز دریافتی=
 |لقب‌ها=
 |زمینه فعالیت= [[دریانورد]]
 |ملیت=
 |اهل=
 |دوره=
 |سال‌های فعالیت=
 |محل زندگی=
 |مذهب=
 |نهاد=
 |همسر= الیزابت باتس
 |فرزندان= جیمز، ناتانیل، الیزابت، جوزف، جورج، هیو
 |والدین= جیمز، گریس
 |آرامگاه=
 |مدفن=
 |نقش‌های برجسته=
 |پیشه= کاشف، ملوان
 |وب‌گاه=
 |منصب=
 |سبک=
 |مکتب=
 |آثار=
 |تاریخ_تولد= [[۲۷ اکتبر]] [[۱۷۲۸ (میلادی)|۱۷۲۸]]
 |محل_تولد= [[مارتون]]، [[یورکشایر]]{{سخ}}{{ENG}}
 |تاریخ_مرگ= [[۱۴ فوریه]] [[۱۷۷۹ (میلادی)|۱۷۷۹]] <small>(سن:{{سن|۱۷۲۸|۱۰|۲۷|۱۷۷۹|۲|۱۴}})</small>
"
3058,|زوارتنوتس (تاریخی)|,0,17654827,2016-07-21T19:35:37Z,206089,|Rezabot|,"{{Infobox religious building
| building_name         = کلیسای جامع زوارتنوتس
| infobox_width         =
| image                 = Zvartnots img 6965.jpg
| image_size            = 300px
| alt                   =
| caption               = ویرانه‌های کلیسای جامع زوارتنوتس
| map_type              = Armenia
| map_size              = 275
| location              = [[اچمیادزین|واغارشاپات (اچمیادزین)]], [[استان آرماویر]]، ارمنستان
| latitude              = 40.159714
| longitude             = 44.336575
| religious_affiliation = [[کلیسای حواری ارمنی]]
| rite                  =
| region                =
| state                 =
| province              =
| territory             =
| prefecture            =
| sector                =
| district              =
| cercle                =
| municipality          =
| consecration_year     =
| functional_status     = in ruins
| heritage_designation  =
"
3059,|فرودگاه بین‌المللی زوارتنوتس|,0,17894828,2016-08-14T16:22:50Z,514788,|Fatranslator|,"{{Infobox airport
| name         = فرودگاه بین‌المللی زوارتنوتس
| nativename-a = Զվարթնոց Միջազգային Օդակայան
| image        = Zvart logo.png
| image-width  =
| image2       = Zvartnots airport.jpg
| image2-width = 250
| caption      =
| caption2     = فرودگاه بین‌المللی زوارتنوتس
| IATA         = EVN
| ICAO         = UDYZ
<center>{{Location map|Armenia|width=250|float=center
|caption=|mark=Airplane_silhouette.svg|marksize=10
|label=EVN|position=right
|lat_deg=40|lat_min=08|lat_sec=50|lat_dir=N
|lon_deg=44|lon_min=23|lon_sec=45|lon_dir=E
}}<small>موقعیت فرودگاه در کشور ارمنستان</small></center>
| type         = بین‌المللی
| owner        = [[اداره کل هواپیمایی کشوری ارمنستان]]
| operator     = Armenia International Airports CJSC
| city-served  = [[ایروان]]
| location     = [[زوارتنوتس، ارمنستان]]، [[ارمنستان]]
"
3060,|درام (ابهام‌زدایی)|,0,16509597,2016-01-25T06:20:23Z,385898,|Wikimostafa|,"'''درام''' ممکن است به یکی از موارد زیر اشاره داشته باشد:
* [[دراما]] یا درام، روایت‌های پر رویداد در [[هنرهای نمایشی|هنرها]] و [[نمایش‌نامه|ادبیات نمایشی]] (دراماتیک)
* [[فیلم درام]]: نام ژانری در [[سینما]]
* [[درام (واحد پول)]]: واحد پول [[ارمنستان]]
* [[درام (ساز)]]: یک نوع ساز موسیقی


{{ابهام‌زدایی}}"
3061,|درام (واحد پول)|,0,18111482,2016-09-17T07:57:53Z,477903,|Babaksaeidpour|,"[[پرونده:درام.JPG|چپ|260px|اسکناس پانصد درامی قدیم]]
'''درام''' (در ارمنی '''դրամ''') نام [[واحد پول]] کشور [[ارمنستان]] است. خود واژهٔ درام از «درم» [[پارسی میانه]] وارد [[زبان ارمنی]] شده. پارسی میانه خود، این واژه را از واژه [[زبان یونانی|یونانی]] [[دراخما]] وام گرفته بود. تلفظ‌های گوناگونی از آن واژه در [[خاورمیانه]] رواج گرفت مانند درم، [[درهم]] و درام.

امروز در زبان ارمنی واژه درم معنی پول هم می‌دهد. در ژوئیهٔ ۲۰۰۵ میلادی، هر [[دلار آمریکا|دلار]] [[ایالات متحده آمریکا|ایالات متحدهٔ آمریکا]] حدوداً برابر ۴۴۰ درام بوده‌است.

== اسکناس های در چرخه ==

{|class=""wikitable"" style=""font-size: 90%""
|-
! روی اس"
3065,|اوگاریت|,0,17529982,2016-07-06T08:01:12Z,206089,|Rezabot|,"{{coord|35.602|N|35.782|E|type:landmark|display=title}}
پادشاهی '''اوگاریت''' (در محل رأس شمراء امروزی) که دیرینگی آن به نیمه دوم هزاره دوم پیش از میلاد بازمی گردد در شمال غربی [[سوریه]] در ۱۶ کیلومتری شمال شهر [[لاذقیه]] واقع شده بود.
[[باستان شناسان]] در کاوش‌های خود در این منطقه، متونی را یافته‌اند که به یک زبان ناشناخته نوشته شده‌اند.
این متون نخستین نمونه‌های خط الفبایی جهان بشمار می‌آیند. باستان‌شناسان فرانسوی از سال [[۱۹۲۹ (میلادی)|۱۹۲۹]] کاوش در کاوشگاه باستانی اوگاریت را آغاز کرده‌اند. آنها موفق به کشف لوحه‌هایی به زبان اکدی، زبان مرجع برای "
3068,|ولایت بادغیس|,0,17813698,2016-08-06T20:57:01Z,107456,|کامران آزاد|,"{{coord|35|0|0|N|63|45|0|E|display=title}}
{{جعبه ولایت افغانستان
|نام‌رسمی= ولایت بادغیس
|تصویر= Afghanistan-Badghis.png
|اندازه‌تصویر= 
|برچسب‌تصویر= 
|نام‌های‌قدیمی= وائیتی گئس، وادگِس، وادغِس
|سال‌ولایت‌شدن= 
|جمعیت =۴۳۹٫۵۰۰ (۲۰م از ۳۲)
|رشدجمعیت=
|تراکم‌جمعیت= ۲۰٫۹
|زبان=[[فارسی]] و [[پشتو]]
|مساحت=۲۳٫۰۰۰&nbsp;کیلومتر مربع
|ارتفاع=
|میانگین‌دما=
|میانگین‌بارش‌سالانه=
|شمارروزهای‌یخبندان=
|والی= عبدالغنی صابری
|پیش‌شماره= 
|وب‌گاه= http://www.badghis.com
|شهرها= [[قلعه‌نو، افغانستان|قلعه‌نو]]
|ولسوالی‌ها= 
|علاقه‌داری‌ها= 
}}
ولایت "
3069,|ولایت بغلان|,0,18086345,2016-09-12T18:52:36Z,570470,|Nicktarin|,"{{coord|35|0|0|N|68|0|0|E|display=title}}
{{جعبه ولایت افغانستان
|نام‌رسمی= ولایت بغلان
|تصویر= Afghanistan-Baghlan.png
|اندازه‌تصویر=
|برچسب‌تصویر=
|استان=
|نام‌های‌قدیمی=
|سال‌ولایت‌شدن=
|جمعیت =۷۷۹٬۰۰۰<ref>{{cite web |url=http://www.world-gazetteer.com/wg.php?x=&men=gpro&lng=en&des=wg&srt=npan&col=abcdefghinoq&msz=600&geo=-274 |title=World Gazetteer}}</ref>
|رشدجمعیت=
|تراکم‌جمعیت=
|زبان= پشتو،فارسی
|مساحت=۲۱٬۱۱۲&nbsp;کیلومتر مربع
|ارتفاع=
|میانگین‌دما=
|میانگین‌بارش‌سالانه=
|شمارروزهای‌یخبندان=45
|والی=
|پیش‌شماره=
|وب‌گاه=
|شهرها=
|ولسوالی‌ها=
|علاقه‌داری‌ها=
}}
"
3070,|ولایت بلخ|,0,17888249,2016-08-13T18:30:18Z,560556,|شمس نیا|,"{{coord|36.5|N|67.5|E|region:AF_type:adm1st|display=title}}
{{جعبه ولایت افغانستان
|نام‌رسمی= ولایت بلخ
|تصویر= Afghanistan-Balkh.png
|اندازه‌تصویر= 
|برچسب‌تصویر= 
|استان= 
|نام‌های‌قدیمی=
|سال‌ولایت‌شدن= 
|جمعیت =۱٬۱۲۳٬۹۴۸ (۲۰۰۶)<ref name=""mrrd"">[http://web.archive.org/web/20090703075520/http://www.mrrd.gov.af/nabdp/Provincial%20Profiles/Balkh%20PDP%20Provincial%20profile.pdf Balkh Provincial profile - MRRD]</ref>
|رشدجمعیت=
|تراکم‌جمعیت=۷۰٫۴۶
|زبان= فارسی،پشتو،ترکمنی و ازبکی
|مساحت=۱۷٬۲۴۹&nbsp;کیلومتر مربع
|ارتفاع=
|میانگین‌دما=
|میانگین‌بارش‌سالانه=
|شمارروزهای‌یخبندان=
|والی= 
|پیش‌شماره= 
|وب‌گاه= 
|شهرها= 
|ولسوالی‌ها= 
|علاقه‌داری‌ها= 
}}

"
3071,|ولایت پروان|,0,18142154,2016-09-23T01:35:36Z,1460,|Ariobarzan|,"{{coord|35.0|N|69.0|E|region:AF_type:adm1st|display=title}}
{{جعبه ولایت افغانستان
|نام‌رسمی= ولایت پروان
|تصویر= Afghanistan-Parvan.png
|اندازه‌تصویر= 
|برچسب‌تصویر= 
|استان= 
|نام‌های‌قدیمی=
|سال‌ولایت‌شدن=  
|جمعیت =	۶۰۰٬۰۰۰<ref>{{cite web | author= Central Statistics Office of Afghanistan|publisher= |title=  Settled Population of country by Provinces and sex for ۲۰۰۶-۲۰۰۹ years |accessdate=۲۰۰۹-۱۱-۳۰ |url=http://www.cso.gov.af/demography/population.html}}</ref>
|رشدجمعیت=
|تراکم‌جمعیت=
|زبان= [[پشتو]] و [[پارسی]] 
|مساحت=۵٬۹۷۴&nbsp;کیلومتر مربع
|ارتفاع=
|میانگین‌دما=
|میانگین‌بارش‌سالانه=
|شمارروزهای‌یخبندان=
|والی= بصیر سالنگی
|پیش‌شماره= 
|وب‌گاه= 
"
3072,|ولایت بامیان|,0,18183395,2016-09-30T10:00:25Z,537067,|Baktash media|,"{{coord|۳۴٫۷۵|۰|۰|N|۶۷٫۲۵|۰|۰|E|display=title}}
{{جعبه ولایت افغانستان
|نام‌رسمی= ولایت بامیان
|تصویر= Afghanistan-Bamiyan.png
|اندازه‌تصویر= 
|برچسب‌تصویر= 
|ولایت= 
|نام داران =[[عبدالطالب ذکی]]
|نام‌های‌قدیمی= بامیکان
|سال‌ولایت‌شدن= 
|جمعیت =۴۱۸٬۵۰۰
|رشدجمعیت=
|تراکم‌جمعیت=
|زبان=[[پښتو]]و[[فارسی]]
|مساحت=۱۷٫۴۱۴&nbsp;کیلومتر مربع
|ارتفاع=
|میانگین‌دما= 
|میانگین‌بارش‌سالانه=
|شمارروزهای‌یخبندان=
|پیش‌شماره= 
|وب‌گاه= 
|شهرها= 
|ولسوالی‌ها= [[پنجاب]] [[مرکز بامیان]] [[یکه ولنگ]]، [[ورس]]، {{سخ}} [[سیغان]]، [[شیبر]] و [[کهمرد]]
|علاقه‌داری‌ها= 
}}
"
